wallet1_address,wallet2_address,transfer_tx_hash,card_tx_hash,processed_at,status
0x8c740c4fc9684Bc25D780F44377B91B605A44daD,0x43aB6Ed5524Ab042C532499c8f91dF5cb0Decb47,0xf83ff9299b84d70888ae78d21e46ad198318bff60f1bdd45670d6fcff89c566a,0x152272d755407ca0aa3e5c229b2e47b7108ed0f3590f69fcb5cef6390b8f17c8,2025-12-29T08:51:38.231Z,success
